Platinum  Palladium  Nickel  Cobalt  Iron  Oxygen
   1.000000000000000
 26.8390302326635251 -15.5088069955373857  0.2610371749561117
  0.0000000000000000 31.1794617591341989 -0.0663812827791770
  0.0000000000000000  0.0000000000000000 22.9220064906261953
Pt Pd Ni Co Fe O
   171   126   144   135   144   1
Selective dynamics
Direct
  0.1183300000000001  0.0416666666666667  0.0901900000000000   F   F   F
  0.2294700000000001  0.0139966666666669  0.1879499999999999   F   F   F
  0.2299000000000000  0.2625399999999998  0.1880700000000000   F   F   F
  0.2003233333333334  0.0378200000000001  0.0949299999999998   F   F   F
  0.1450433333333333  0.0934966666666666  0.4674699999999990   F   F   F
  0.0870166666666670  0.1491633333333332  0.2794699999999994   F   F   F
  0.2306099999999999  0.1775833333333335  0.1878999999999998   F   F   F
  0.0054833333333335  0.3175099999999995  0.2805399999999997   F   F   F
  0.2013933333333334  0.1200300000000000  0.3748700000000001   F   F   F
  0.1120300000000004  0.1217500000000003  0.0953499999999999   F   F   F
  0.0355433333333334  0.1211533333333334  0.0942399999999999   F   F   F
  0.2828233333333334  0.0401600000000002  0.3711599999999992   F   F   F
  0.2819333333333334  0.2041500000000001  0.0942200000000000   F   F   F
  0.0042533333333333  0.1479333333333331  0.2780499999999996   F   F   F
  0.2293833333333332  0.0939933333333334  0.1882599999999996   F   F   F
  0.3110866666666667  0.0937066666666670  0.4646299999999994   F   F   F
  0.4516633333333335  0.0416666666666666  0.0901900000000000   F   F   F
  0.5628033333333333  0.0139966666666668  0.1879499999999999   F   F   F
  0.5632333333333336  0.2625399999999998  0.1880699999999999   F   F   F
  0.5336566666666669  0.0378200000000002  0.0949299999999998   F   F   F
  0.4783766666666667  0.0934966666666666  0.4674699999999990   F   F   F
  0.4203500000000005  0.1491633333333332  0.2794699999999994   F   F   F
  0.5639433333333335  0.1775833333333335  0.1878999999999998   F   F   F
  0.3388166666666669  0.3175099999999996  0.2805399999999997   F   F   F
  0.5347266666666669  0.1200299999999999  0.3748700000000000   F   F   F
  0.4453633333333338  0.1217500000000003  0.0953499999999998   F   F   F
  0.3688766666666667  0.1211533333333334  0.0942399999999999   F   F   F
  0.6161566666666669  0.0401600000000002  0.3711599999999991   F   F   F
  0.6152666666666669  0.2041500000000001  0.0942200000000000   F   F   F
  0.3375866666666666  0.1479333333333331  0.2780499999999996   F   F   F
  0.5627166666666668  0.0939933333333334  0.1882599999999996   F   F   F
  0.6444200000000002  0.0937066666666670  0.4646299999999994   F   F   F
  0.7849966666666669  0.0416666666666667  0.0901900000000000   F   F   F
  0.8961366666666667  0.0139966666666668  0.1879499999999999   F   F   F
  0.8965666666666670  0.2625399999999998  0.1880699999999999   F   F   F
  0.8669900000000003  0.0378200000000001  0.0949299999999998   F   F   F
  0.8117100000000002  0.0934966666666667  0.4674699999999990   F   F   F
  0.7536833333333338  0.1491633333333333  0.2794699999999994   F   F   F
  0.8972766666666668  0.1775833333333334  0.1878999999999998   F   F   F
  0.6721500000000005  0.3175099999999996  0.2805399999999998   F   F   F
  0.8680600000000003  0.1200299999999999  0.3748700000000001   F   F   F
  0.7786966666666671  0.1217500000000003  0.0953499999999999   F   F   F
  0.7022100000000001  0.1211533333333334  0.0942399999999999   F   F   F
  0.9494900000000003  0.0401600000000003  0.3711599999999992   F   F   F
  0.9486000000000002  0.2041500000000001  0.0942200000000000   F   F   F
  0.6709200000000002  0.1479333333333331  0.2780499999999996   F   F   F
  0.8960500000000001  0.0939933333333334  0.1882599999999996   F   F   F
  0.9777533333333336  0.0937066666666669  0.4646299999999995   F   F   F
  0.1183300000000001  0.3750000000000000  0.0901900000000000   F   F   F
  0.2294700000000001  0.3473300000000002  0.1879499999999999   F   F   F
  0.2299000000000000  0.5958733333333330  0.1880700000000000   F   F   F
  0.2003233333333334  0.3711533333333333  0.0949299999999998   F   F   F
  0.1450433333333333  0.4268299999999999  0.4674699999999990   F   F   F
  0.0870166666666670  0.4824966666666665  0.2794699999999994   F   F   F
  0.2306099999999999  0.5109166666666668  0.1878999999999998   F   F   F
  0.0054833333333335  0.6508433333333329  0.2805399999999997   F   F   F
  0.2013933333333334  0.4533633333333333  0.3748700000000000   F   F   F
  0.1120300000000004  0.4550833333333336  0.0953499999999999   F   F   F
  0.0355433333333334  0.4544866666666668  0.0942399999999999   F   F   F
  0.2828233333333334  0.3734933333333335  0.3711599999999991   F   F   F
  0.2819333333333334  0.5374833333333335  0.0942200000000000   F   F   F
  0.0042533333333333  0.4812666666666664  0.2780499999999996   F   F   F
  0.2293833333333332  0.4273266666666667  0.1882599999999996   F   F   F
  0.3110866666666667  0.4270400000000003  0.4646299999999993   F   F   F
  0.4516633333333335  0.3749999999999999  0.0901900000000000   F   F   F
  0.5628033333333333  0.3473300000000001  0.1879499999999999   F   F   F
  0.5632333333333336  0.5958733333333330  0.1880699999999999   F   F   F
  0.5336566666666669  0.3711533333333334  0.0949299999999998   F   F   F
  0.4783766666666667  0.4268299999999999  0.4674699999999990   F   F   F
  0.4203500000000005  0.4824966666666665  0.2794699999999994   F   F   F
  0.5639433333333335  0.5109166666666667  0.1878999999999998   F   F   F
  0.3388166666666669  0.6508433333333330  0.2805399999999998   F   F   F
  0.5347266666666669  0.4533633333333332  0.3748700000000001   F   F   F
  0.4453633333333338  0.4550833333333336  0.0953499999999999   F   F   F
  0.3688766666666667  0.4544866666666667  0.0942399999999999   F   F   F
  0.6161566666666669  0.3734933333333335  0.3711599999999992   F   F   F
  0.6152666666666669  0.5374833333333333  0.0942200000000000   F   F   F
  0.3375866666666666  0.4812666666666664  0.2780499999999996   F   F   F
  0.5627166666666668  0.4273266666666666  0.1882599999999996   F   F   F
  0.6444200000000002  0.4270400000000003  0.4646299999999996   F   F   F
  0.7849966666666669  0.3749999999999999  0.0901900000000000   F   F   F
  0.8961366666666667  0.3473300000000001  0.1879499999999999   F   F   F
  0.8965666666666670  0.5958733333333330  0.1880700000000000   F   F   F
  0.8669900000000003  0.3711533333333333  0.0949299999999998   F   F   F
  0.8117100000000002  0.4268300000000000  0.4674699999999990   F   F   F
  0.7536833333333338  0.4824966666666665  0.2794699999999994   F   F   F
  0.8972766666666668  0.5109166666666667  0.1878999999999998   F   F   F
  0.6721500000000005  0.6508433333333330  0.2805399999999998   F   F   F
  0.8680600000000003  0.4533633333333332  0.3748700000000000   F   F   F
  0.7786966666666671  0.4550833333333336  0.0953499999999999   F   F   F
  0.7022100000000001  0.4544866666666668  0.0942399999999999   F   F   F
  0.9494900000000003  0.3734933333333336  0.3711599999999990   F   F   F
  0.9486000000000002  0.5374833333333334  0.0942200000000000   F   F   F
  0.6709200000000002  0.4812666666666664  0.2780499999999996   F   F   F
  0.8960500000000001  0.4273266666666667  0.1882599999999996   F   F   F
